customer_id,first_name,last_name,email,phone,address,city,state_or_region,postal_code,country,country_id,crm_id,erp_id,loyalty_status,preferred_language,account_manager,last_purchase_date,total_spent
CUST0024,Mia,Weber,mia.weber@outlook.com,+49 210221642,5424 Thomas mews,Cologne,North Rhine-Westphalia,31482,Germany,DE,SF-2175,SAP-5973,Gold,German,Elliot Bennett,2024-12-14,15142.77
CUST0025,Noah,Meyer,noah meyer@yahoo.com,+49 18076020,8809 Julie meadows,Munich,Bavaria,92811,Germany,DE,SF-6726,SAP-8745,Bronze,Norwegian,Brett Wall,2025-02-18,9611.33
CUST0026,Sofía,Sánchez,sofía.sánchez@hotmail.com,+34 6171658815,5103 Adams crossing,Madrid,Community of Madrid,43078,Spain,ES,SF-1592,SAP-4804,Gold,Finnish,Miss Tina Gordon,2024-09-04,15997.96
CUST0027,Sophia,Brown,sophia.brown@gmail.com,+44 14750503,2026 Watson road,Glasgow,Glasgow City,WV7V 9DJ,United Kingdom,UK,SF-8726,SAP-2285,Platinum,French,Samantha Lucas,2025-03-22,3637.43
CUST0028,Gabriel,Petit,gabriel.petit@outlook.com,+33 334399913,5398 Davies extensions,Paris,Île-de-France,46365,France,FR,SF-5049,SAP-6951,Silver,French,Ruth Hodgson-French,2023-10-23,15894.85
CUST0029,Lukas,Müller,lukas.müller@yahoo.com,+49 709143530,3287 Hussain meadows,Hamburg,Hamburg,86354,Germany,DE,SF-2020,SAP-5144,Platinum,English,Dr Donald Williams,2025-03-30,18017.42
CUST0030,John,Garcia,john.garcia@hotmail.com,+1 6867683840,2919 Ronald extensions,Austin,TX,81790,United States,US,SF-6222,SAP-5212,Bronze,German,Mr Hugh Cunningham,2024-11-26,2106.72
CUST0031,Giorgio,Costa,giorgio.costa@gmail.com,+39 43565540,5443 Green terrace,Turin,Piedmont,73531,Italy,IT,SF-3622,SAP-3591,Silver,Italian,Tom Kemp,2025-07-10,1351.28
CUST0032,Lukas,Fischer,lukas.fischer@outlook.com,+49 404262024,4156 Sean burg,Cologne,North Rhine-Westphalia,64480,Germany,DE,SF-5070,SAP-7798,Bronze,English,Adrian Robinson,2025-02-08,5694.52
CUST0033,Valeria,Sánchez,valeria.sánchez@gmail.com,+34 5190035692,8891 Caroline mall,Barcelona,Catalonia,58110,Spain,ES,SF-4377,SAP-6081,Platinum,Icelandic,Mr Damien Cooper,2024-08-28,14708.23
CUST0034,Noah,Martin,noah.martin@hotmail.com,+1 4255613989,907 Sean shoal,Ottawa,ON,C4Y 4N0,Canada,CA,SF-1327,SAP-9413,Bronze,Danish,Mrs Michelle Marsh,2024-04-09,9836.09
CUST0035,Lars,Larsen,lars.larsen@gmail.com,+47 451655023,5393 Bethan path,Oslo,Oslo,3539,Norway,NO,SF-8968,SAP-4280,Silver,Icelandic,Jessica Bevan,2025-10-04,7028.86
CUST0036,Lucas,Sánchez,lucas.sánchez@yahoo.com,+34 307500713,7850 Caroline dale,Seville,Andalusia,57309,Spain,ES,SF-2497,SAP-5873,Gold,French,Dr Brett Hill,2024-12-30,2853.19
CUST0037,Oliver,Williams,oliver.williams@outlook.com,+44 5179141792,5687 Giles mills,Leeds,West Yorkshire,S8H 7TL,United Kingdom,UK,SF-1797,SAP-8582,Bronze,English,Mr Stanley White,2025-06-18,2578.62
CUST0038,Matti,Korhonen,matti.korhonen@hotmail.com,+358 3683502095,3147 Johnson harbor,Tampere,Pirkanmaa,3403,Finland,FI,SF-1783,SAP-2856,Platinum,Norwegian,Lisa Edwards,2024-04-22,13886.97
CUST0039,James,O'Sullivan,james.o'sullivan@hotmail.com,+353 1699774153,5475 Goodwin plains,Waterford,County Waterford,G2 6FH,Ireland,IE,SF-4488,SAP-7873,Gold,English,Gavin Miles,2024-12-17,1394.94
CUST0040,Jules,Richard,jules.richard@gmail.com,+33 8401032351,879 Edward freeway,Bordeaux,Nouvelle-Aquitaine,21600,France,FR,SF-5391,SAP-4240,Platinum,German,Dr Georgina Franklin,2025-01-18,17063.56
CUST0041,Karl,Karlsson,karl.karlsson@hotmail.com,+46 3431579752,1429 Beverley light,Gothenburg,Västra Götaland,456 49,Sweden,SE,SF-9458,SAP-9398,Gold,Italian,Sarah Hewitt,2024-06-10,10325.68
CUST0042,Sean,Byrne,sean.byrne@yahoo.com,+353 35474004,8057 Davis village,Waterford,County Waterford,NN89 7JL,Ireland,IE,SF-8725,SAP-4881,Gold,Spanish,June Day,2024-07-10,6075.25
CUST0043,Ben,Müller,ben.müller@outlook.com,+49 80729460,6894 Wood ville,Berlin,Berlin,11739,Germany,DE,SF-7783,SAP-7994,Silver,French,Samantha Robinson,2024-12-10,19525.49
CUST0044,Sigurður,Sigurðardóttir,sigurður.gmail.com,+354 55037818,3138 Lisa ramp,Hafnarfjörður,Capital Region,565,Iceland,IS,SF-9246,SAP-6777,Platinum,Italian,Joyce Payne-Graham,2024-02-05,2612.19
CUST0045,Jack,Davies,jack.davies@gmail.com,+44 4513526677,4836 Clayton green,Glasgow,Glasgow City,HG37 5RL,United Kingdom,UK,SF-6853,SAP-9013,Gold,Finnish,Dr Malcolm Lee,2024-10-22,15332.99
CUST0046,Lena,Müller,lena..müller@outlook.com,+49 548216397,7886 Sheila center,Hamburg,Hamburg,15560,Germany,DE,SF-1039,SAP-8306,Silver,Danish,Jade Brooks,2025-06-20,16450.63
CUST0047,Sofía,González,sofía.gonzález@yahoo.com,+34 2899039492,4824 Robert gateway,Madrid,Community of Madrid,97728,Spain,ES,SF-3228,SAP-9380,Silver,Icelandic,Mark Johnson,2024-04-25,13247.0
CUST0048,James,Williams,james.williams@yahoo.com,+1 160519451,6392 Elaine skyway,Miami,FL,24226,United States,US,SF-2457,SAP-8209,Bronze,Norwegian,Lawrence May,2024-10-18,12616.38
CUST0049,Harry,Smith,harry.smith@hotmail.com,+44 500163381,1190 Perkins expressway,Birmingham,West Midlands,E2E 9AN,United Kingdom,UK,SF-4543,SAP-3261,Gold,Finnish,Annette Walker-Patel,2025-04-30,6510.46
CUST0050,Francesco,Esposito,francesco.esposito@outlook.com,+39 69435235,2347 Keith ramp,Florence,Tuscany,36291,Italy,IT,SF-7187,SAP-7901,Platinum,Spanish,Ms Jane Harrison,2024-06-13,6515.99
CUST0051,Charlotte,Clark,charlotte.clark@yahoo.com,+1 6652442667,4962 Anna tunnel,Toronto,ON,N4T 1P7,Canada,CA,SF-7680,SAP-6241,Bronze,Italian,Kyle Kent,2025-03-19,13844.2
CUST0052,Ben,Becker,ben.becker@yahoo.com,+49 721552453,4187 Rees rue,Cologne,North Rhine-Westphalia,18002,Germany,DE,SF-5059,SAP-3079,Platinum,French,Linda Baker,2025-07-22,12941.25
CUST0053,Noah,Weber,noah.weber@gmail.com,+49 502920609,3591 Webb lake,Cologne,North Rhine-Westphalia,86064,Germany,DE,SF-8808,SAP-8378,Platinum,Spanish,Dr Owen Gould,2024-03-07,18440.77
CUST0054,Noah,Fischer,noah.fischer@yahoo.com,+49 34817637,939 Richards plain,Frankfurt,Hesse,74651,Germany,DE,SF-6555,SAP-9102,Gold,Danish,Dr Donald Williams,2025-05-12,85.6
CUST0055,Linda,Johnson,linda.johnson@gmail.com,+1 2597714135,4268 Stanley gardens,New York,NY,34130,United States,US,SF-5599,SAP-6546,Gold,Danish,Mrs Olivia Wallace,2024-04-29,4310.54
CUST0056,Sem,Bakker,sem.bakker@hotmail.com,+31 40117046,677 Pearce skyway,Rotterdam,South Holland,4048GL,Netherlands,NL,SF-7521,SAP-3374,Silver,French,Judith Day,2025-08-13,19654.17
CUST0057,James,Smith,james.smith@gmail.com,+353 400683737,2788 Clayton forest,Galway,County Galway,TR4 4ZL,Ireland,IE,SF-9055,SAP-4152,Bronze,Swedish,Rebecca Lewis,2024-03-19,9852.81
CUST0058,Sophie,Walsh,sophie.walsh@outlook.com,+353 3674925384,9437 Cameron stravenue,Cork,County Cork,LU83 7TA,Ireland,IE,SF-9236,SAP-4626,Bronze,Danish,Sean Morton,2025-04-12,10914.59
CUST0059,William,Tremblay,william.tremblay@yahoo.com,+1 237730425,4861 Stewart shore,Ottawa,ON,P7H 4K0,Canada,CA,SF-3467,SAP-5114,Gold,Spanish,Sheila Jones-Hill,2024-09-17,3562.83
CUST0060,Mary,Jones,mary.jones@yahoo.com,+1 7425883253,5658 Parsons motorway,Miami,FL,65814,United States,US,SF-1715,SAP-7631,Silver,English,Carl Smith-O'Neill,2024-03-20,8541.61
CUST0061,Emma,Robert,emma.robert@yahoo.com,+33 54521770,2656 Baldwin plain,Nice,Provence-Alpes-Côte d'Azur,20648,France,FR,SF-8076,SAP-3310,Gold,English,Mr Lewis Stevens,2024-11-02,9790.23
CUST0062,Patricia,Johnson,patricia.johnson@gmail.com,+1 4883819534,9639 Wood trace,San Francisco,CA,17951,United States,US,SF-8422,SAP-4361,Silver,Swedish,Hilary Bird,2024-01-09,1857.63
CUST0063,Mila,de Vries,mila.de vries@gmail.com,+31 86498308,5998 Bryan forks,Rotterdam,South Holland,6523NY,Netherlands,NL,SF-4234,SAP-2424,Silver,French,Louise Stokes,2025-04-24,15405.49
CUST0064,Harry,Williams,harry.williams@outlook.com,+44 4485860870,1915 Henry cape,Manchester,Greater Manchester,M2 1AY,United Kingdom,UK,SF-6694,SAP-9842,Silver,Norwegian,Damian Jones-Cook,2023-12-01,6960.48
CUST0065,Oliver,Jones,oliver.jones@gmail.com,+44 3318839134,1194 Singh neck,Manchester,Greater Manchester,E6 1YB,United Kingdom,UK,SF-1404,SAP-7837,Silver,Italian,Keith Barker,2024-06-14,11796.99
CUST0066,Leon,Becker,leon.becker@yahoo.com,12345,9524 Lisa ridges,Cologne,North Rhine-Westphalia,41405,Germany,DE,SF-7376,SAP-3935,Bronze,Danish,Lynne Butler,2025-06-28,17608.16
CUST0067,Jack,Evans,jack.evans@outlook.com,+44 9904843432,7463 Zoe light,Bristol,Bristol,LA49 4YZ,United Kingdom,UK,SF-7178,SAP-6961,Gold,Swedish,Stewart Hunt,2024-01-08,3397.26
CUST0068,Liam,Roy,liam.roy@outlook.com,+999999999999999,2332 Kayleigh forest,Calgary,AB,G5S 6A3,Canada,CA,SF-1660,SAP-1399,Gold,Icelandic,Mohamed Francis-Smith,2024-12-24,8177.23
CUST0069,George,Wilson,george.wilson@outlook.com,+44 487175946,2614 Charles alley,London,Greater London,LD97 0JN,United Kingdom,UK,SF-6349,SAP-8027,Gold,German,Miss Diana Taylor,2023-12-17,16148.76
CUST0070,Daniel,Byrne,daniel.byrne@gmail.com,+353 927437736,3812 Arthur turnpike,Cork,County Cork,PE3P 8JF,Ireland,IE,SF-9884,SAP-5380,Platinum,Finnish,Steven Hammond-Thompson,2024-06-17,10131.49
CUST0071,Finn,Bakker,finn.bakker@gmail.com,00447123,6091 Williams mountain,Rotterdam,South Holland,2629HL,Netherlands,NL,SF-5574,SAP-1201,Silver,Italian,Miss Diana Ahmed,2024-05-21,8849.24
CUST0072,Isla,Evans,isla.evans@hotmail.com,+44 15984789,7821 Williams rapid,London,Greater London,S5 0DJ,United Kingdom,UK,SF-7502,SAP-8733,Bronze,German,Mr Tom Perry,2025-01-12,9738.89
CUST0073,Alessia,Romano,alessia.romano@yahoo.com,+39 152366040,3236 Clive mountains,Bologna,Emilia-Romagna,48759,Italy,IT,SF-9987,SAP-9174,Silver,German,Gail Williams,2024-05-26,19768.26
CUST0074,Benjamin,Anderson,benjamin.anderson@outlook.com,+1 17537600,4957 Fiona mews,Toronto,ON,R6J 7A4,Canada,CA,SF-9160,SAP-2628,Platinum,Swedish,Dr Jordan Jones,2024-09-04,8502.74
CUST0075,Lukas,Schneider,lukas.schneider@hotmail.com,+49 23631838,5715 Potter cove,Berlin,Berlin,55375,Germany,DE,SF-3649,SAP-1995,Bronze,Spanish,Ms Maria Ali,2024-11-10,5652.69
CUST0076,Jack,Brown,jack.brown@gmail.com,+44 6277520485,6132 Adams locks,Edinburgh,City of Edinburgh,B7B 4PE,United Kingdom,UK,SF-8429,SAP-4726,Silver,Italian,Dr Douglas Mason,2023-10-23,11352.44
CUST0077,Jack,Davies,jack.davies@yahoo.com,+44 863252018,9260 Ali field,Bristol,Bristol,N9U 7BH,United Kingdom,UK,SF-4490,SAP-9183,Gold,English,Henry Clarke-Barber,2025-09-06,4901.78
CUST0078,Lena,Fischer,lena.fischer@yahoo.com,+49 2339808768,410 O'Neill roads,Munich,Bavaria,18598,Germany,DE,SF-2220,SAP-6050,Bronze,Italian,Alice Ellis-Kemp,2023-11-02,17238.05
CUST0079,George,Wilson,georgewilson@example,+44 766842189,5146 Green ville,Bristol,Bristol,W1 7NW,United Kingdom,UK,SF-7405,SAP-2373,Platinum,Finnish,Miss Lynne Lee,2024-10-23,2938.14
CUST0080,Lucía,González,lucía.gonzález@hotmail.com,+34 981138797,2839 Caroline plaza,Malaga,Andalusia,71114,Spain,ES,SF-1890,SAP-1934,Silver,Spanish,Alex Bates,2025-01-30,13063.05
CUST0081,Louis,Bernard,louis.bernard@gmail.com,+33 589411592,5387 Brian harbor,Lyon,Auvergne-Rhône-Alpes,14608,France,FR,SF-4216,SAP-5796,Bronze,English,Dr Ronald McDonald,2024-11-20,8288.97
CUST0082,Amelia,Roy,amelia.roy@outlook.com,+1 4564954183,3807 Perry haven,Quebec City,QC,P1C 7E2,Canada,CA,SF-3014,SAP-6439,Bronze,Icelandic,Miss Francesca Jackson,2025-03-18,14062.25
CUST0083,Daan,Visser,daan.visser@outlook.com,+31 57021466,3786 Taylor mission,Amsterdam,North Holland,1649RY,Netherlands,NL,SF-8810,SAP-2448,Bronze,Spanish,Jodie Ward,2024-12-24,5312.3
CUST0084,Lucas,Bernard,lucas.bernard@outlook.com,+33 572684969,5934 Murphy islands,Toulouse,Occitanie,80967,France,FR,SF-4233,SAP-3684,Gold,Swedish,Ms Geraldine Smith,2024-08-15,12362.59
CUST0085,Amelia,Smith,amelia.smith@yahoo.com,+44 6285349390,9068 Victoria cape,London,Greater London,SW7 6FU,United Kingdom,UK,SF-6224,SAP-2936,Gold,Swedish,Philip Kerr,2025-01-23,8758.9
CUST0086,Sofia,Jensen,sofia.jensen@yahoo.com,+45 8447633472,9460 Taylor well,Aalborg,North Denmark,6421,Denmark,DK,SF-8442,SAP-8985,Gold,Finnish,Dr Carol Carey,2024-10-11,14683.31
CUST0087,James,Jones,james.jones@gmail.com,+1 63673259,8918 Gareth lodge,Seattle,WA,86503,United States,US,SF-4836,SAP-8842,Gold,Finnish,Ms Lisa Jones,2024-05-15,5957.27
CUST0088,Lars,Larsen,larslarsen@,+47 1117909210,336 Johnson locks,Oslo,Oslo,5791,Norway,NO,SF-3456,SAP-5607,Gold,Icelandic,Mr Roger Davis,2025-08-20,12123.82
CUST0089,Sophia,Brown,sophia.brown@gmail.com,00447123,2026 Watson road,Glasgow,Glasgow City,WV7V 9DJ,United Kingdom,UK,SF-4881,SAP-3413,Platinum,Icelandic,Dr Geoffrey Morris,2024-09-24,6576.08
CUST0090,Benjamin,Tremblay,benjamin.tremblay@outlook.com,+1 49916212,2405 Ashleigh squares,Vancouver,BC,T4X 4A0,Canada,CA,SF-4885,SAP-8258,Silver,Norwegian,Mrs Melissa Thompson,2024-06-11,12345.54
CUST0091,Olivia,Brown,olivia.brown@gmail.com,+44 75430386,5477 Jordan islands,Bristol,Bristol,M5 6FJ,United Kingdom,UK,SF-9974,SAP-5864,Gold,Icelandic,Chelsea Armstrong,2025-06-29,827.17
CUST0092,John,Garcia,john.garcia@hotmail.com,+1 6867683840,2919 Ronald extensions,Austin,TX,81790,United States,US,SF-1229,SAP-9130,Platinum,Spanish,Stewart Taylor,2025-02-15,3728.25
CUST0093,Sofia,Jensen,sofia.jensen@outlook.com,+45 3324320659,607 Jean prairie,Copenhagen,Capital Region,2163,Denmark,DK,SF-9873,SAP-4859,Platinum,Swedish,Connor Hall,2024-05-07,19278.46
CUST0094,Lucas,Richard,lucas.richard@yahoo.com,+33 192300982,4707 Smith branch,Marseille,Provence-Alpes-Côte d'Azur,67453,France,FR,SF-8699,SAP-8362,Gold,English,Dr Gareth Davies,2024-02-22,2236.54
CUST0095,James,Smith,james.smith@gmail.com,+353 400683737,2788 Clayton forest,Galway,County Galway,TR4 4ZL,Ireland,IE,SF-9331,SAP-5365,Silver,German,Leanne Dawson-Douglas,2024-05-04,13421.37
CUST0096,Emily,Walsh,emilywalsh@,+353 59029034,3896 Brady flat,Dublin,County Dublin,WF71 6YQ,Ireland,IE,SF-6831,SAP-3998,Bronze,German,Stephanie Turner-Harris,2025-07-28,16702.63
CUST0097,Leon,Wagner,leon.wagner@gmail.com,+49 6658774600,1457 Robertson port,Dresden,Saxony,28082,Germany,DE,SF-8762,SAP-7323,Platinum,Italian,Mrs Katy Morris,2025-07-30,10110.33
CUST0098,Noah,Meyer,noah.meyer@hotmail.com,+49 9600684154,2319 Russell forks,Cologne,North Rhine-Westphalia,28051,Germany,DE,SF-1762,SAP-6658,Gold,Danish,Stacey Lloyd-Bates,2024-05-04,9929.92
CUST0099,Mateo,González,mateo.gonzález@gmail.com,+999999999999999,412 Teresa court,Valencia,Valencian Community,80924,Spain,ES,SF-2230,SAP-2824,Bronze,Finnish,Mr Dean Pearson,2023-11-17,10158.77
CUST0100,Daan,Visser,daan.visser@outlook.com,+31 57021466,3786 Taylor mission,Amsterdam,North Holland,1649RY,Netherlands,NL,SF-4363,SAP-7699,Platinum,French,Jasmine Knight,2024-05-21,8917.12
CUST0101,Lucas,Bernard,lucas.bernard@gmail.com,+33 147445785,4880 Douglas views,Lyon,Auvergne-Rhône-Alpes,93889,France,FR,SF-2511,SAP-4493,Bronze,Danish,Stephanie Morris,2024-07-12,12257.29
CUST0102,Michael,Smith,michael.smith@hotmail.com,+1 10006271,5701 Jade club,Denver,CO,60734,United States,US,SF-8567,SAP-5561,Gold,Spanish,Nathan Taylor,2025-05-07,9045.74
CUST0103,Alma,Hansen,alma.hansen@outlook.com,+45 8885621674,526 Morgan unions,Copenhagen,Capital Region,1641,Denmark,DK,SF-6986,SAP-6611,Silver,Danish,Shannon Green,2024-08-24,15820.02
CUST0104,Patricia,Brown,patricia.brown@outlook.com,+1 352679363,2798 Arthur plain,San Francisco,CA,94096,United States,US,SF-1089,SAP-9000,Platinum,Swedish,Julian Connolly,2025-05-26,17978.0
CUST0105,Zoé,Martin,zoé.martin@yahoo.com,+33 95612467,8522 Jackson view,Bordeaux,Nouvelle-Aquitaine,47674,France,FR,SF-6009,SAP-1721,Gold,Danish,Dr Alexander Davies,2024-10-23,6828.03
CUST0106,Michael,Jones,michael.jones@hotmail.com,+1 455538946,2886 Jasmine points,Austin,TX,98172,United States,US,SF-4242,SAP-8754,Platinum,Italian,Irene Quinn,2023-12-11,4616.02
CUST0107,Lucas,Sánchez,lucas.sánchez@gmail.com,+34 41035591,8030 Walker hollow,Madrid,Community of Madrid,20185,Spain,ES,SF-6543,SAP-7418,Gold,Norwegian,Dr Kevin Davidson,2023-11-20,5605.09
CUST0108,Lucía,Romero,lucía.romero@outlook.com,+34 903266454,3348 Turner crescent,Bilbao,Basque Country,68777,Spain,ES,SF-2928,SAP-3735,Bronze,Norwegian,Terence Shah,2024-02-05,7110.32
CUST0109,Amelia,Clark,amelia.clark@gmail.com,+1 69285731,7919 Price skyway,Calgary,AB,B2C 3R4,Canada,CA,SF-1746,SAP-9054,Gold,Norwegian,Dr Francesca Cox,2024-02-20,12073.47
CUST0110,James,O'Brien,james.o'brien@hotmail.com,+353 5491849834,9254 Waters village,Galway,County Galway,PO64 5HT,Ireland,IE,SF-5840,SAP-1489,Silver,French,Elaine Davis,2024-01-08,10263.91
CUST0111,Mary,Brown,mary.brown@outlook.com,+1 815648657,8222 Dunn rue,Miami,FL,90737,United States,US,SF-9034,SAP-8202,Platinum,Danish,Emma Matthews,2024-03-18,14092.74
CUST0112,Noah,Thompson,noah.thompson@gmail.com,+1 2225309718,6832 Sandra course,Quebec City,QC,M0M 2J0,Canada,CA,SF-7506,SAP-8135,Bronze,Danish,Mr Danny Dawson,2023-11-08,15898.24
CUST0113,John,Jones,john.jones@hotmail.com,+1 591491264,1852 Brett gardens,Chicago,IL,42376,United States,US,SF-3902,SAP-9243,Silver,Swedish,Lawrence Martin,2025-07-28,815.86
CUST0114,Lucas,Robert,lucas.robert@hotmail.com,+33 7893521166,100 Kate forge,Nice,Provence-Alpes-Côte d'Azur,72259,France,FR,SF-9553,SAP-4556,Silver,French,Ms Maria Russell,2025-06-26,19572.73
CUST0115,Aoife,Kelly,aoife.kelly@outlook.com,++44 123456,4511 Martyn walks,Limerick,County Limerick,G84 1AF,Ireland,IE,SF-5421,SAP-3873,Silver,Norwegian,Antony Pearson,2024-04-24,8759.27
CUST0116,Patricia,Brown,patricia.brown@hotmail.com,+1 754865924,1431 Brown greens,Denver,CO,41494,United States,US,SF-8271,SAP-5882,Platinum,Spanish,Philip Cox,2024-12-04,7621.4
CUST0117,Lena,Becker,lena.becker@hotmail.com,+49 94371634,8390 Philip mountains,Dresden,Saxony,31422,Germany,DE,SF-2817,SAP-8988,Gold,Icelandic,Paula Lewis,2024-01-15,9972.06
CUST0118,Jennifer,Jones,jennifer.jones@yahoo.com,+1 810059644,9528 Heath ridges,Seattle,WA,42092,United States,US,SF-5618,SAP-7859,Gold,Norwegian,Hugh Bishop,2024-10-12,2526.78
CUST0119,Gabriel,Durand,gabriel.durand@yahoo.com,+33 4163662218,3986 Benjamin neck,Paris,Île-de-France,78937,France,FR,SF-9226,SAP-9590,Gold,Finnish,Dr Shirley Vincent,2024-11-06,7171.76
CUST0120,Sophie,Byrne,sophie.byrne@outlook.com,+353 42052651,6512 Ford common,Galway,County Galway,PL2 2LZ,Ireland,IE,SF-3365,SAP-4169,Bronze,Norwegian,Dr Karl Turner,2024-12-08,18616.61
CUST0121,Ola,Hansen,ola.hansen@hotmail.com,+47 5027591975,8742 Geraldine squares,Oslo,Oslo,9009,Norway,NO,SF-1408,SAP-9945,Gold,Icelandic,Judith Mason,2024-08-27,11892.76
CUST0122,Amelia,Brown,amelia.brown@yahoo.com,+44 161662459,3206 Elliott island,London,Greater London,HD45 7DD,United Kingdom,UK,SF-4764,SAP-2258,Platinum,Spanish,Mrs Joanne Williams,2025-05-23,16338.59
CUST0123,Emma,Martin,emma.martin@outlook.com,+1 76901748,2695 Barker point,Edmonton,AB,N7M 1X5,Canada,CA,SF-4996,SAP-8307,Platinum,Finnish,Billy Andrews,2025-01-01,6698.25
